user_id,primary_device,primary_ip,primary_card,benign_share_group,benign_share_type
u_03693,d_005796,ip_007779,c_003542,none,none
u_03694,d_002624,ip_001988,c_006731,none,none
u_03695,d_006179,ip_009203,c_005821,none,none
u_03696,d_002187,ip_003521,c_000623,none,none
u_03697,d_003354,ip_001112,c_003645,none,none
u_03698,d_003056,ip_001674,c_006314,none,none
u_03699,d_005818,ip_001024,c_001108,none,none
u_03700,d_006977,ip_006470,c_001600,none,none
u_03701,d_003632,ip_009670,c_007642,none,none
u_03702,d_009484,ip_002957,c_004495,none,none
u_03703,d_006240,ip_003356,c_000869,none,none
u_03704,d_005165,ip_005903,c_002003,none,none
u_03705,d_003543,ip_006007,c_000481,none,none
u_03706,d_009413,ip_003200,c_002689,none,none
u_03707,d_008350,ip_010234,c_006595,none,none
u_03708,d_007559,ip_003361,c_004721,none,none
u_03709,d_009694,ip_001045,c_006347,none,none
u_03710,d_006999,ip_001879,c_008218,none,none
u_03711,d_006291,ip_006604,c_004705,none,none
u_03712,d_001395,ip_008350,c_003972,none,none
u_03713,d_005210,ip_003899,c_008977,none,none
u_03714,d_002097,ip_005682,c_005475,none,none
u_03715,d_007671,ip_004654,c_006916,none,none
u_03716,d_006734,ip_007040,c_004012,none,none
u_03717,d_002461,ip_000606,c_002072,none,none
u_03718,d_006025,ip_009965,c_004705,none,none
u_03719,d_004174,ip_005073,c_002961,none,none
u_03720,d_001487,ip_009594,c_003924,none,none
u_03721,d_002246,ip_005988,c_006027,none,none
u_03722,d_003444,ip_005937,c_008473,none,none
u_03723,d_004851,ip_000410,c_007314,none,none
u_03724,rd_12_01,rip_12_00,c_007674,none,none
u_03725,d_007468,ip_007345,c_004016,none,none
u_03726,d_003366,ip_007724,c_008631,none,none
u_03727,d_007023,ip_002099,c_004135,none,none
u_03728,d_006197,ip_009752,c_000264,none,none
u_03729,d_000442,ip_003399,c_002127,none,none
u_03730,d_007310,ip_007903,c_003296,none,none
u_03731,d_009400,ip_000843,c_003246,none,none
u_03732,d_004124,ip_004194,c_008682,none,none
u_03733,d_007946,ip_004942,c_003687,none,none
u_03734,d_003525,ip_008017,c_005746,none,none
u_03735,d_000281,bip_017,c_008459,benign_017,coworking
u_03736,d_007786,ip_008705,c_006445,none,none
u_03737,d_003920,ip_005169,c_001277,none,none
u_03738,d_006540,ip_002835,c_005453,none,none
u_03739,d_007908,ip_001641,c_007980,none,none
u_03740,d_007085,ip_000963,c_005481,none,none
u_03741,d_000918,ip_007506,c_000140,none,none
u_03742,d_005694,ip_001745,c_008344,none,none
u_03743,d_006485,ip_009392,c_001830,none,none
u_03744,d_008705,ip_001767,c_001628,none,none
u_03745,d_004269,ip_000980,c_000747,none,none
u_03746,d_009095,ip_001291,c_007305,none,none
u_03747,d_009003,ip_008324,c_007629,none,none
u_03748,d_002097,ip_010382,c_006799,none,none
u_03749,d_002488,ip_000978,c_006862,none,none
u_03750,d_005097,ip_004934,c_005640,none,none
u_03751,d_004971,ip_005069,c_008557,none,none
u_03752,d_003073,ip_003253,c_000521,none,none
u_03753,d_002144,bip_017,c_006447,benign_017,coworking
u_03754,d_002531,ip_001213,c_005536,none,none
u_03755,d_004948,ip_005383,c_003534,none,none
u_03756,d_007460,ip_001481,c_005431,none,none
u_03757,d_007576,ip_005089,c_005070,none,none
u_03758,d_001068,ip_001909,c_006273,none,none
u_03759,d_005570,ip_007345,c_002582,none,none
u_03760,d_000128,ip_005864,c_003170,none,none
u_03761,d_003700,ip_002549,c_008168,none,none
u_03762,d_000203,ip_000222,c_005696,none,none
u_03763,d_002994,ip_008645,c_008116,none,none
u_03764,d_008488,ip_001017,c_000213,none,none
u_03765,d_009529,ip_003235,c_004466,none,none
u_03766,d_003853,ip_005126,c_004229,none,none
u_03767,d_003976,ip_000388,c_006696,none,none
u_03768,d_004245,ip_005345,c_002122,none,none
u_03769,d_007946,ip_006411,c_005889,none,none
u_03770,d_004954,ip_000600,c_004447,none,none
u_03771,d_009656,ip_002158,rc_15_00,none,none
u_03772,d_003143,ip_005804,c_007551,none,none
u_03773,d_007968,ip_007072,c_004703,none,none
u_03774,d_007273,ip_005384,c_001864,none,none
u_03775,d_002908,ip_002415,c_001583,none,none
u_03776,d_003607,ip_001706,c_000144,none,none
u_03777,d_003060,bip_024,c_001493,benign_024,office
u_03778,d_009027,ip_008667,c_006388,none,none
u_03779,d_009069,ip_003887,c_000585,none,none
u_03780,d_001465,ip_009454,c_000264,none,none
u_03781,d_009325,ip_004375,c_002986,none,none
u_03782,d_009312,ip_009462,c_006149,none,none
u_03783,d_001923,ip_001157,c_001859,none,none
u_03784,d_000156,ip_005894,c_002810,none,none
u_03785,d_008611,ip_007606,c_006403,none,none
u_03786,d_007854,ip_006715,c_003142,none,none
u_03787,d_007505,ip_005850,c_008340,none,none
u_03788,d_001118,ip_006176,c_000889,none,none
u_03789,d_006303,ip_001659,c_005148,none,none
u_03790,d_008858,bip_000,c_005630,benign_000,coworking
u_03791,d_009492,ip_006168,c_002760,none,none
u_03792,d_001824,ip_004337,c_000034,none,none
u_03793,d_001010,ip_010275,c_006131,none,none
u_03794,d_001432,bip_001,c_004016,benign_001,student_house
u_03795,d_004485,ip_008097,c_008974,none,none
u_03796,d_004873,ip_004601,c_008271,none,none
u_03797,d_008592,ip_007790,c_007838,none,none
u_03798,d_007318,ip_009437,c_004927,none,none
u_03799,d_006683,ip_002021,c_004504,none,none
u_03800,d_007299,ip_001896,c_004010,none,none
u_03801,d_000128,ip_002923,c_000596,none,none
u_03802,rd_12_00,rip_12_01,c_002125,none,none
u_03803,d_001995,ip_006985,c_004353,none,none
u_03804,d_000383,ip_007593,c_000501,none,none
u_03805,d_009517,ip_005676,c_002652,none,none
u_03806,d_006853,ip_000214,c_003272,none,none
u_03807,bd_014,bip_014,c_000239,benign_014,family
u_03808,d_005059,ip_006945,c_004839,none,none
u_03809,d_005853,ip_002370,c_004198,none,none
u_03810,d_001162,ip_008686,c_007063,none,none
u_03811,d_009680,ip_005839,c_006917,none,none
u_03812,d_007867,ip_004239,c_000979,none,none
u_03813,d_001769,ip_006428,c_006454,none,none
u_03814,d_007451,rip_01_00,c_003806,none,none
u_03815,d_000837,ip_002994,c_004896,none,none
u_03816,d_001761,ip_010127,c_004578,none,none
u_03817,d_006568,ip_000741,c_002249,none,none
u_03818,d_006578,ip_004694,c_001723,none,none
u_03819,d_001907,ip_003634,c_004762,none,none
u_03820,d_000687,ip_001576,c_002192,none,none
u_03821,d_001945,ip_000802,c_002154,none,none
u_03822,d_009792,ip_000124,c_006590,none,none
u_03823,d_007365,ip_004262,c_008310,none,none
u_03824,d_004028,ip_005207,c_005959,none,none
u_03825,d_000137,bip_007,c_003139,benign_007,office
u_03826,d_003519,ip_001254,c_007189,none,none
u_03827,d_006698,ip_003188,c_007735,none,none
u_03828,d_007955,ip_008221,c_003594,none,none
u_03829,d_009410,ip_001807,c_003225,none,none
u_03830,d_001036,ip_008015,c_002362,none,none
u_03831,d_001872,ip_007398,c_006794,none,none
u_03832,d_004220,ip_000088,c_000246,none,none
u_03833,d_003113,ip_008482,c_004766,none,none
u_03834,d_005956,ip_000514,c_004384,none,none
u_03835,d_008748,ip_001892,c_008710,none,none
u_03836,d_006238,ip_005113,c_007598,none,none
u_03837,d_003083,ip_008424,c_002465,none,none
u_03838,d_007384,ip_003244,c_003585,none,none
u_03839,d_003528,ip_002934,c_000133,none,none
u_03840,d_001996,ip_003674,c_008964,none,none
u_03841,d_009923,ip_010160,c_003212,none,none
u_03842,d_002180,ip_008467,c_008258,none,none
u_03843,d_005989,ip_009260,c_003192,none,none
u_03844,d_009559,ip_002480,c_007115,none,none
u_03845,d_001059,ip_010303,c_005912,none,none
u_03846,d_000324,ip_007946,c_000548,none,none
u_03847,d_002762,ip_010475,c_006831,none,none
u_03848,d_002161,ip_008523,c_006920,none,none
u_03849,d_000011,ip_008624,c_005403,none,none
u_03850,d_005787,ip_009781,c_002687,none,none
u_03851,d_005252,ip_002944,c_007927,none,none
u_03852,d_008347,ip_005595,c_006785,none,none
u_03853,d_007209,bip_021,c_005351,benign_021,student_house
u_03854,d_000631,ip_005765,c_003341,none,none
u_03855,d_002605,ip_003124,c_002373,none,none
u_03856,d_008240,ip_004850,c_005426,none,none
u_03857,d_000636,ip_000283,c_000884,none,none
u_03858,d_006479,bip_011,c_008648,benign_011,coworking
u_03859,d_003171,ip_006284,c_004460,none,none
u_03860,d_005586,ip_001224,c_000714,none,none
u_03861,d_003341,ip_003308,c_003958,none,none
u_03862,d_000379,ip_000427,c_002409,none,none
u_03863,d_007760,ip_002771,c_000291,none,none
u_03864,d_007457,ip_005864,c_000342,none,none
u_03865,d_007528,ip_000960,c_008544,none,none
u_03866,d_009827,ip_001319,c_002361,none,none
u_03867,d_008514,ip_001073,c_008181,none,none
u_03868,d_007610,bip_011,c_000409,benign_011,coworking
u_03869,d_004608,ip_007163,c_005171,none,none
u_03870,d_006594,ip_000706,c_005348,none,none
u_03871,d_001057,ip_003444,c_000316,none,none
u_03872,d_001275,ip_000254,c_001660,none,none
u_03873,d_008032,ip_003997,c_006489,none,none
u_03874,d_007014,ip_001812,c_001621,none,none
u_03875,d_003439,ip_005770,c_005658,none,none
u_03876,d_009313,ip_001563,c_005450,none,none
u_03877,d_004445,ip_009044,c_007811,none,none
u_03878,d_000380,ip_004524,c_008959,none,none
u_03879,d_008829,ip_005807,c_008410,none,none
u_03880,d_006565,ip_009772,c_007709,none,none
u_03881,d_006249,bip_003,c_000846,benign_003,family
u_03882,d_009738,rip_19_00,c_005702,none,none
u_03883,d_005701,ip_006454,c_001233,none,none
u_03884,d_000337,ip_002787,c_004344,none,none
u_03885,d_007852,ip_005284,c_005441,none,none
u_03886,d_002964,ip_010123,c_003548,none,none
u_03887,d_007290,ip_005133,c_008279,none,none
u_03888,d_008475,ip_001244,c_006084,none,none
u_03889,d_002318,ip_007467,c_000625,none,none
u_03890,d_004868,ip_008943,c_008703,none,none
u_03891,d_008057,ip_005287,c_007600,none,none
u_03892,d_009424,ip_003998,c_002128,none,none
u_03893,rd_14_01,rip_14_00,c_008228,none,none
u_03894,d_009163,ip_008673,c_004921,none,none
u_03895,d_001923,ip_003370,c_007527,none,none
u_03896,d_002351,ip_009412,c_005629,none,none
u_03897,d_007145,ip_007725,c_001447,none,none
u_03898,d_006648,ip_004501,c_001953,none,none
u_03899,d_008104,ip_005541,c_003690,none,none
u_03900,rd_15_00,ip_006844,c_000912,none,none
u_03901,d_003506,ip_004389,c_007073,none,none
u_03902,d_007493,ip_003604,c_007243,none,none
u_03903,d_002174,ip_010177,c_002847,none,none
u_03904,d_009945,ip_007267,c_007219,none,none
u_03905,d_009989,ip_005132,c_006617,none,none
u_03906,d_001446,ip_002180,c_007023,none,none
u_03907,d_008253,ip_004894,c_001916,none,none
u_03908,d_008388,ip_008897,c_000609,none,none
u_03909,d_000922,ip_006599,c_005860,none,none
u_03910,d_004571,ip_000918,c_001591,none,none
u_03911,d_009647,ip_006227,c_003365,none,none
u_03912,d_007765,ip_001415,c_006376,none,none
u_03913,d_008313,ip_001368,c_007206,none,none
u_03914,d_007483,ip_005578,c_006604,none,none
u_03915,d_008670,ip_004067,c_002966,none,none
u_03916,d_006051,ip_005331,c_004956,none,none
u_03917,d_009245,ip_007165,c_006132,none,none
u_03918,d_002349,ip_005730,c_000945,none,none
u_03919,d_003909,ip_001143,c_003632,none,none
u_03920,d_005574,ip_008124,c_004411,none,none
u_03921,d_002665,ip_006879,c_006007,none,none
u_03922,d_000183,ip_006491,c_007001,none,none
u_03923,d_001205,ip_001936,c_008674,none,none
u_03924,d_007027,ip_000882,c_006072,none,none
u_03925,d_006558,ip_000358,c_003282,none,none
u_03926,d_008142,ip_005583,c_008017,none,none
u_03927,d_001299,ip_002059,c_008544,none,none
u_03928,d_001779,ip_009395,c_004031,none,none
u_03929,d_000924,ip_000417,c_004421,none,none
u_03930,d_004379,ip_001114,c_005024,none,none
u_03931,d_007659,ip_001219,c_008920,none,none
u_03932,d_009489,ip_009209,c_003374,none,none
u_03933,d_000311,ip_006078,c_003857,none,none
u_03934,d_007903,ip_008714,c_000776,none,none
u_03935,d_006447,ip_000467,c_005170,none,none
u_03936,d_005010,ip_005114,c_001945,none,none
u_03937,d_007123,ip_009551,c_004328,none,none
u_03938,d_001068,ip_006874,c_008496,none,none
u_03939,d_003607,ip_009003,c_008076,none,none
u_03940,d_002799,ip_003489,c_008791,none,none
u_03941,d_009120,ip_010496,c_001130,none,none
u_03942,d_009808,ip_000374,c_002481,none,none
u_03943,d_000578,ip_010365,c_003407,none,none
u_03944,d_009361,ip_002387,c_004001,none,none
u_03945,d_000823,ip_001526,c_007686,none,none
u_03946,d_001998,ip_005197,c_005568,none,none
u_03947,d_003725,ip_004620,c_002253,none,none
u_03948,d_002224,ip_010079,c_002050,none,none
u_03949,d_008797,ip_005684,c_006471,none,none
u_03950,d_000856,bip_011,c_003970,benign_011,coworking
u_03951,d_004359,ip_006196,c_008990,none,none
u_03952,d_002393,ip_000859,c_006519,none,none
u_03953,d_008201,rip_07_02,c_008033,none,none
u_03954,d_004909,ip_008251,c_007463,none,none
u_03955,d_007034,ip_001269,c_003043,none,none
u_03956,d_007309,ip_004492,c_007948,none,none
u_03957,d_001347,ip_005102,c_000236,none,none
u_03958,d_004463,ip_008042,c_001567,none,none
u_03959,d_007291,ip_010179,c_005008,none,none
u_03960,d_003087,bip_027,c_007284,benign_027,office
u_03961,d_001259,ip_004896,c_000105,none,none
u_03962,d_009446,ip_003965,c_001780,none,none
u_03963,d_007561,ip_003383,c_005435,none,none
u_03964,d_007235,ip_006775,c_006160,none,none
u_03965,d_005591,ip_001701,c_007073,none,none
u_03966,d_000510,ip_002271,c_006057,none,none
u_03967,d_000762,ip_005178,c_004293,none,none
u_03968,d_004952,ip_009061,c_000207,none,none
u_03969,d_007580,ip_001753,c_001049,none,none
u_03970,rd_16_00,rip_16_00,c_007269,none,none
u_03971,d_006232,ip_009569,c_006015,none,none
u_03972,d_009968,ip_009342,c_000037,none,none
u_03973,d_009445,ip_008031,c_005728,none,none
u_03974,d_004693,ip_009400,c_003582,none,none
u_03975,d_006930,ip_008730,c_002989,none,none
u_03976,d_003435,ip_010039,c_001012,none,none
u_03977,d_003989,ip_009968,c_001466,none,none
u_03978,d_000931,ip_004847,c_002560,none,none
u_03979,d_001242,ip_004542,c_008291,none,none
u_03980,d_007614,ip_003917,c_003449,none,none
u_03981,d_009135,ip_000534,c_007194,none,none
u_03982,d_007964,ip_008567,c_003046,none,none
u_03983,d_001535,ip_001619,c_008486,none,none
u_03984,d_003919,ip_005252,c_003513,none,none
u_03985,d_006399,ip_000111,c_003650,none,none
u_03986,d_008890,ip_005467,c_001908,none,none
u_03987,d_007456,ip_006647,c_000003,none,none
u_03988,d_004094,ip_008200,c_006285,none,none
u_03989,d_008020,ip_006728,c_008308,none,none
u_03990,d_004588,ip_008940,c_000978,none,none
u_03991,d_005109,ip_009533,c_008810,none,none
u_03992,d_000828,ip_005113,c_007672,none,none
u_03993,d_009719,ip_001647,c_000293,none,none
u_03994,d_004314,ip_004304,c_004246,none,none
u_03995,d_002609,ip_001649,c_008544,none,none
u_03996,d_007292,ip_006588,c_005049,none,none
u_03997,d_009445,ip_000131,c_002098,none,none
u_03998,d_006402,ip_007632,c_000519,none,none
u_03999,d_003861,ip_010357,c_001256,none,none
u_04000,d_000775,ip_003008,c_001442,none,none
u_04001,d_008951,ip_005474,c_004572,none,none
u_04002,d_000867,ip_006852,c_000270,none,none
u_04003,d_006337,ip_004896,c_000505,none,none
u_04004,d_007147,bip_029,c_001927,benign_029,office
u_04005,d_003411,ip_000426,c_006113,none,none
u_04006,d_001126,ip_002220,c_008346,none,none
u_04007,d_006733,ip_000104,c_003690,none,none
u_04008,d_001604,ip_008071,c_001261,none,none
u_04009,d_001989,bip_016,c_004637,benign_016,office
u_04010,d_003808,ip_001595,c_000919,none,none
u_04011,d_001457,ip_000521,c_000223,none,none
u_04012,rd_12_01,rip_12_01,c_003312,none,none
u_04013,d_008732,ip_008340,c_004196,none,none
u_04014,d_007130,ip_009604,c_007938,none,none
u_04015,d_005944,ip_005739,c_008749,none,none
u_04016,rd_12_00,rip_12_00,c_004032,none,none
u_04017,d_009117,ip_002013,c_003423,none,none
u_04018,d_008951,ip_002118,c_003635,none,none
u_04019,d_009149,ip_001305,c_003958,none,none
u_04020,d_003300,ip_007359,c_008439,none,none
u_04021,d_004637,ip_003344,c_004575,none,none
u_04022,d_004407,ip_004090,c_002271,none,none
u_04023,d_000334,ip_002412,c_002175,none,none
u_04024,d_008001,ip_005263,c_001571,none,none
u_04025,d_005308,ip_003270,c_000219,none,none
u_04026,d_006004,ip_008860,c_003824,none,none
u_04027,d_003579,ip_009430,c_003942,none,none
u_04028,d_005723,ip_003007,c_000315,none,none
u_04029,d_007976,ip_006332,c_000060,none,none
u_04030,d_002710,ip_002091,c_003846,none,none
u_04031,d_002643,ip_010440,c_005744,none,none
u_04032,d_003201,ip_003020,c_001691,none,none
u_04033,d_000405,ip_007065,c_002987,none,none
u_04034,d_009539,ip_003450,c_001357,none,none
u_04035,d_004221,ip_003273,c_001048,none,none
u_04036,d_003718,ip_001558,c_000381,none,none
u_04037,d_003745,ip_010377,c_007246,none,none
u_04038,d_002741,ip_008840,c_004957,none,none
u_04039,d_009476,ip_007279,c_007068,none,none
u_04040,d_002737,ip_009556,c_006460,none,none
u_04041,d_004672,ip_005045,c_005458,none,none
u_04042,d_007357,ip_001639,c_005232,none,none
u_04043,d_009967,ip_001368,c_003730,none,none
u_04044,d_006329,ip_006305,c_003672,none,none
u_04045,d_007661,ip_007710,c_008742,none,none
u_04046,d_009507,ip_005784,c_008649,none,none
u_04047,d_005215,ip_005319,c_007767,none,none
u_04048,d_000363,ip_002917,c_001276,none,none
u_04049,d_004113,ip_006869,c_005789,none,none
u_04050,d_008175,ip_002647,c_004625,none,none
u_04051,d_004148,rip_19_00,c_008777,none,none
u_04052,d_002354,ip_000371,c_007684,none,none
u_04053,d_006380,ip_005767,c_006900,none,none
u_04054,d_003494,ip_008518,c_005094,none,none
u_04055,d_006260,ip_007864,c_008456,none,none
u_04056,d_001720,ip_002169,c_008419,none,none
u_04057,d_001412,ip_002524,c_007420,none,none
u_04058,d_003721,ip_004823,c_008991,none,none
u_04059,d_006184,ip_000914,c_006857,none,none
u_04060,d_006212,ip_008329,c_007441,none,none
u_04061,d_007514,ip_001944,c_001616,none,none
u_04062,d_002990,ip_006294,c_005129,none,none
u_04063,d_001929,ip_002251,c_000692,none,none
u_04064,d_008708,ip_000305,c_002433,none,none
u_04065,d_007733,ip_008456,c_006868,none,none
u_04066,d_007833,ip_008208,c_002869,none,none
u_04067,d_006768,ip_003903,c_001590,none,none
u_04068,d_002525,ip_006378,c_005805,none,none
u_04069,d_007311,ip_007352,c_002228,none,none
u_04070,d_006676,ip_008971,c_006794,none,none
u_04071,d_006804,ip_005325,c_005020,none,none
u_04072,d_002046,ip_007935,c_001930,none,none
u_04073,d_003747,ip_009577,c_003552,none,none
u_04074,d_003852,ip_000732,c_006337,none,none
u_04075,d_006863,ip_001360,c_006556,none,none
u_04076,d_004432,ip_003379,c_000124,none,none
u_04077,d_000361,ip_009308,c_006997,none,none
u_04078,d_006726,ip_004316,c_008691,none,none
u_04079,d_001871,ip_009683,c_004087,none,none
u_04080,d_007333,ip_003920,c_002222,none,none
u_04081,d_001642,ip_007975,c_003047,none,none
u_04082,d_006797,ip_006304,c_002541,none,none
u_04083,d_006735,ip_010412,c_005444,none,none
u_04084,d_009610,bip_011,c_006243,benign_011,coworking
u_04085,d_001613,ip_002131,c_000914,none,none
u_04086,d_003005,ip_006224,c_007144,none,none
u_04087,d_007232,bip_002,c_008586,benign_002,office
u_04088,d_001574,ip_006433,c_007198,none,none
u_04089,d_001373,ip_004155,c_003329,none,none
u_04090,d_001303,ip_002188,c_003352,none,none
u_04091,d_003150,bip_029,c_004744,benign_029,office
u_04092,d_007336,ip_006305,c_008891,none,none
u_04093,d_000478,ip_007607,c_008443,none,none
u_04094,d_002803,ip_005978,c_008114,none,none
u_04095,d_005161,ip_000132,c_003260,none,none
u_04096,d_000358,ip_000490,c_002068,none,none
u_04097,d_007492,ip_004059,c_006579,none,none
u_04098,d_009315,ip_006374,c_001118,none,none
u_04099,rd_16_00,rip_16_02,c_002453,none,none
u_04100,d_000317,ip_009672,c_005351,none,none
u_04101,d_005463,ip_002005,c_003128,none,none
u_04102,d_009183,ip_006276,c_000231,none,none
u_04103,d_003929,ip_006372,c_003035,none,none
u_04104,d_001492,ip_010104,c_007420,none,none
u_04105,d_000155,ip_002617,c_002306,none,none
u_04106,d_001303,ip_008166,c_001935,none,none
u_04107,d_003921,ip_003800,c_004887,none,none
u_04108,d_004806,ip_007406,c_003507,none,none
u_04109,d_001065,ip_000249,c_002557,none,none
u_04110,d_008430,ip_000681,c_008507,none,none
u_04111,d_005387,ip_001623,c_006651,none,none
u_04112,d_003197,ip_002364,c_007596,none,none
u_04113,d_008948,ip_009889,c_007615,none,none
u_04114,d_006026,ip_006034,c_007232,none,none
u_04115,d_001461,ip_004409,c_004078,none,none
u_04116,d_003228,ip_007178,c_003787,none,none
u_04117,d_005717,ip_002114,c_005188,none,none
u_04118,d_002306,ip_000518,c_008224,none,none
u_04119,d_001815,ip_007791,c_008059,none,none
u_04120,d_009436,ip_004683,c_003255,none,none
u_04121,d_000101,ip_000627,c_001752,none,none
u_04122,d_001370,ip_002707,c_004465,none,none
u_04123,d_004030,ip_009935,c_001945,none,none
u_04124,d_006505,ip_005918,c_002239,none,none
u_04125,d_008487,ip_001265,c_000669,none,none
u_04126,d_008319,ip_004157,c_006103,none,none
u_04127,d_004156,ip_002970,c_002347,none,none
u_04128,d_001121,ip_010108,c_007226,none,none
u_04129,d_006222,bip_015,c_003025,benign_015,office
u_04130,d_005329,ip_001493,c_004242,none,none
u_04131,d_006999,ip_000717,c_003639,none,none
u_04132,d_009486,ip_007392,c_006546,none,none
u_04133,d_003818,ip_002121,c_004028,none,none
u_04134,d_008790,ip_009448,c_001032,none,none
u_04135,d_007500,ip_010469,c_005566,none,none
u_04136,d_004099,ip_009939,c_003058,none,none
u_04137,d_000482,ip_004265,c_000178,none,none
u_04138,d_009466,ip_003801,c_005539,none,none
u_04139,d_004348,ip_009325,c_002942,none,none
u_04140,d_003928,ip_008449,c_004631,none,none
u_04141,d_006800,ip_008859,c_000839,none,none
u_04142,d_002589,ip_002881,c_005816,none,none
u_04143,d_004901,bip_024,c_005107,benign_024,office
u_04144,d_006235,ip_002723,c_000722,none,none
u_04145,d_003735,ip_007902,c_000505,none,none
u_04146,d_009090,ip_000088,c_000813,none,none
u_04147,d_000903,ip_009341,c_003948,none,none
u_04148,d_001579,ip_006486,c_002451,none,none
u_04149,d_009997,ip_000429,c_007726,none,none
u_04150,d_009776,ip_010022,c_007233,none,none
u_04151,d_005001,ip_001371,c_004154,none,none
u_04152,d_004034,ip_000957,c_003792,none,none
u_04153,d_004075,ip_004059,c_002940,none,none
u_04154,d_005456,ip_005018,c_007189,none,none
u_04155,d_003667,ip_009653,c_008975,none,none
u_04156,d_009170,ip_007549,c_004234,none,none
u_04157,d_003309,ip_007213,c_001034,none,none
u_04158,d_007356,ip_010489,c_001717,none,none
u_04159,d_001495,ip_007780,c_005808,none,none
u_04160,d_003004,ip_008671,c_001536,none,none
u_04161,d_006441,ip_005450,c_002395,none,none
u_04162,d_009069,ip_001541,c_007613,none,none
u_04163,rd_12_01,rip_12_00,c_000090,none,none
u_04164,d_004709,ip_006348,c_007107,none,none
u_04165,d_000733,ip_007816,c_008403,none,none
u_04166,d_008472,ip_005106,c_000236,none,none
u_04167,d_009828,ip_008866,c_008069,none,none
u_04168,rd_01_00,rip_01_00,c_007085,none,none
u_04169,d_005090,ip_001911,c_000035,none,none
u_04170,d_008919,ip_002197,c_001651,none,none
u_04171,d_003188,ip_007409,c_005542,none,none
u_04172,d_005618,ip_001802,c_007478,none,none
u_04173,d_001802,ip_008014,c_002473,none,none
u_04174,bd_028,bip_028,c_008391,benign_028,family
u_04175,bd_023,bip_023,c_005719,benign_023,family
u_04176,d_000590,ip_007238,c_005124,none,none
u_04177,d_008275,ip_000992,c_004721,none,none
u_04178,d_003789,ip_005197,c_001503,none,none
u_04179,d_002046,ip_008803,c_001250,none,none
u_04180,d_006664,ip_009051,c_005112,none,none
u_04181,d_000955,ip_009946,c_007784,none,none
u_04182,d_009389,ip_001959,c_006094,none,none
u_04183,d_003036,ip_002082,c_005281,none,none
u_04184,d_008213,ip_000705,c_001697,none,none
u_04185,d_009631,ip_009915,c_001415,none,none
u_04186,d_009000,ip_008302,c_002222,none,none
u_04187,d_006825,ip_005771,c_005688,none,none
u_04188,d_009396,ip_006443,c_006990,none,none
u_04189,d_007374,bip_024,c_002049,benign_024,office
u_04190,d_006426,ip_003948,c_002968,none,none
u_04191,d_002532,ip_009869,c_005371,none,none
u_04192,d_002058,ip_009882,c_005309,none,none
u_04193,d_006025,ip_009375,c_006797,none,none
u_04194,d_007891,ip_007072,c_004865,none,none
u_04195,d_005554,ip_007022,c_007219,none,none
u_04196,d_009908,ip_010158,c_003828,none,none
u_04197,d_007625,ip_003467,c_003899,none,none
u_04198,d_008210,ip_007486,c_006999,none,none
u_04199,d_002099,ip_006958,c_001504,none,none
u_04200,d_009788,ip_007859,c_002523,none,none
u_04201,d_009022,ip_007929,c_008077,none,none
u_04202,d_007381,ip_008354,c_000592,none,none
u_04203,d_009406,ip_008291,c_003173,none,none
u_04204,d_004803,ip_001436,c_000485,none,none
u_04205,d_001461,ip_005141,c_004856,none,none
u_04206,d_009689,ip_007849,c_007080,none,none
u_04207,d_000245,ip_007194,c_000502,none,none
u_04208,d_003325,ip_000241,c_000109,none,none
u_04209,d_004833,ip_004723,c_002405,none,none
u_04210,d_006577,ip_004308,c_008466,none,none
u_04211,d_004330,ip_000017,c_001716,none,none
u_04212,d_004991,ip_008994,c_000849,none,none
u_04213,d_003128,ip_004663,c_008107,none,none
u_04214,d_001824,ip_002723,c_004998,none,none
u_04215,d_008315,ip_001368,c_002100,none,none
u_04216,d_000614,ip_008940,c_000915,none,none
u_04217,d_001088,ip_008075,c_003007,none,none
u_04218,d_002343,ip_009877,c_008316,none,none
u_04219,d_002046,ip_004735,c_007463,none,none
u_04220,d_009577,ip_007943,c_004837,none,none
u_04221,d_002690,ip_003531,c_008898,none,none
u_04222,d_008137,ip_004036,c_005530,none,none
u_04223,d_002821,ip_006521,c_006899,none,none
u_04224,rd_14_00,ip_000174,c_005790,none,none
u_04225,d_002428,ip_000135,c_006253,none,none
u_04226,d_009105,ip_009934,c_003895,none,none
u_04227,d_007025,ip_008859,c_003647,none,none
u_04228,d_008912,ip_007944,c_001926,none,none
u_04229,d_004523,ip_006425,c_007293,none,none
u_04230,d_007902,ip_001656,c_006604,none,none
u_04231,d_005146,ip_004880,c_001637,none,none
u_04232,d_000332,bip_000,c_001326,benign_000,coworking
u_04233,d_001911,ip_001007,c_006300,none,none
u_04234,d_002565,ip_008976,c_000864,none,none
u_04235,d_004214,ip_008088,c_000803,none,none
u_04236,d_006180,ip_000074,c_006913,none,none
u_04237,d_006690,ip_007694,c_006908,none,none
u_04238,d_005677,ip_007453,c_006018,none,none
u_04239,d_004741,ip_006595,c_006043,none,none
u_04240,d_007914,ip_002687,c_007957,none,none
u_04241,d_004306,ip_004318,c_003921,none,none
u_04242,d_004021,bip_019,c_003680,benign_019,office
u_04243,d_001941,ip_009722,c_008996,none,none
u_04244,d_002795,ip_008657,c_006418,none,none
u_04245,d_005773,ip_006300,c_007203,none,none
u_04246,d_005893,ip_000236,c_005738,none,none
